"pointID","scenario","year","mat","map","gsp","mtcm","mmin","mtwm","mmax","sday","ffp","dd5","gsdd5","d100","dd0","smrpb","smrsprpb","mukey","SP_PA","SP_IV","SA_PA","SA_IV","LL_PA","LL_IV","PD_PA","PD_IV","LP_PA","LP_IV","SI","SISP","r_SDI"
1,"CGCM3_A1B",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"CGCM3_A1B",2030,16.7,1268,697,4.4,-1.7,27,32.5,88,231,4401,3873,56,16,1.23,1.58,"811288",0.21,3.16738202532904,0.26,3.10990737564433,0.585,14.6363962794565,0.505,1.22307888543694,0.635,47.2207484704586,74.0514333333333,"PIPA2",0.876853623393802
1,"CGCM3_A1B",2060,18.1,1233,640,6.1,0,28.2,34.2,78,245,4851,4299,39,5,1.22,1.59,"811288",0.265,7.84759382349214,0.41,5.97022797941783,0.395,11.6160814239386,0.41,2.24368651863574,0.64,45.2165261817247,74.4623333333333,"PIPA2",0.883876961776347
1,"CGCM3_A1B",2090,18.5,1325,696,5.6,-0.5,28.9,35,75,251,5006,4532,41,7,1.25,1.65,"811288",0.305,7.24730103594497,0.315,7.13540558083568,0.385,22.0360177800101,0.41,9.17222539884513,0.47,44.7029878972584,75.2808333333333,"PIPA2",0.805410878407034
1,"CGCM3_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"CGCM3_A2",2030,17.2,1198,658,5,-1.1,27.3,33.6,87,233,4557,3965,52,11,1.36,1.71,"811288",0.2,1.39842399315882,0.34,5.16800486777795,0.51,15.5519337562483,0.595,5.116221821808,0.64,42.8268819347017,74.7328666666667,"PIPA2",0.887220476652469
1,"CGCM3_A2",2060,17.7,1286,675,5.5,-0.5,28.5,34.7,81,240,4739,4234,45,8,1.28,1.75,"811288",0.27,6.00738485342625,0.345,5.60216785979929,0.4,14.643287544377,0.4,8.807115941967,0.65,47.6673224917124,75.8663333333333,"PIPA2",0.885993468010623
1,"CGCM3_A2",2090,19.9,1187,659,6.9,0.9,30.1,36.3,60,271,5465,5037,34,1,1.37,2,"811288",0.29,3.98253107885531,0.405,11.7274949584931,0.26,18.3168139346493,0.35,8.77201411896013,0.44,35.4115306074944,74.3862666666666,"PIPA2",0.785073364125115
1,"CGCM3_B1",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"CGCM3_B1",2030,16.8,1183,646,3.7,-2.6,27.1,33.3,88,224,4446,3878,58,21,1.49,2,"811288",0.265,4.12520498225706,0.21,10.6171077362727,0.23,11.2436861599314,0.3,6.81937187318331,0.36,27.7828955187849,74.6896333333333,"PIPA2",0.710029788215277
1,"CGCM3_B1",2060,17.2,1200,667,5.2,-1,27.4,33.2,85,230,4566,4010,43,12,1.18,1.47,"811288",0.265,1.02215723786798,0.39,4.61290730736982,0.53,15.4895472377728,0.61,0.718953592101344,0.675,37.5164605482941,73.8815666666667,"PIPA2",0.909073224466359
1,"CGCM3_B1",2090,17.5,1305,719,6.3,0.1,27.7,33.2,85,230,4647,4062,41,5,1.32,1.41,"811288",0.125,1.54952500512841,0.405,3.05234565034272,0.85,13.0973051927609,0.63,1.55993284768008,0.795,40.1506283372271,72.1024333333333,"PIPA2",0.958381858728326
1,"GFDLCM21_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"GFDLCM21_A2",2030,16.8,1373,780,5.4,-1.1,26.7,32.4,86,230,4418,3867,48,9,1.27,1.56,"811288",0.115,1.19928335143396,0.33,1.72605891916692,0.795,15.4843910072135,0.615,3.704979723678,0.665,37.8711876083266,69.7307666666666,"PIPA2",0.931465185462564
1,"GFDLCM21_A2",2060,17.6,1347,781,5.5,-1,28.2,33.9,81,242,4705,4201,49,7,1.5,1.81,"811288",0.145,5.67744821489994,0.35,10.525424718217,0.42,27.6084839511742,0.5,11.6971706956636,0.59,43.7401165819641,71.7025666666666,"PIPA2",0.852838170771721
1,"GFDLCM21_A2",2090,20.1,1390,770,8.6,2.1,31,37.1,66,261,5534,5031,25,1,1.35,1.75,"811288",0.27,5.07034938319891,0.42,23.9036861136277,0.39,21.5749029758521,0.37,8.93569576555341,0.555,41.6557479268107,74.4754,"PIPA2",0.842882029607005
1,"GFDLCM21_B1",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"GFDLCM21_B1",2030,16.7,1337,728,6.4,0,27.2,33.2,86,228,4345,3776,42,5,1.23,1.57,"811288",0.12,0.919521237961657,0.45,4.13617647897761,0.92,14.0092320512485,0.8,0.521629145601082,0.825,35.2801188746536,69.5965666666666,"PIPA2",0.984160183519301
1,"GFDLCM21_B1",2060,17.2,1363,787,5.4,-0.8,27.4,33.3,86,230,4529,3947,48,8,1.4,1.88,"811288",0.09,4.26918430286959,0.32,9.49473351082485,0.58,23.7279362347494,0.545,8.67069595958358,0.655,40.8146661002912,68.6219666666666,"PIPA2",0.879043355233831
1,"GFDLCM21_B1",2090,17.9,1409,791,5.2,-1.3,27.7,33.7,77,249,4771,4192,41,9,1.43,1.8,"811288",0.18,7.51775640837043,0.34,8.05110841362007,0.495,25.1146617022984,0.475,12.0879905916387,0.6,47.4570166673864,71.7906666666666,"PIPA2",0.859128021281397
1,"HADCM3_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"HADCM3_A2",2030,17.2,1208,608,5.5,-0.9,28.1,34.8,86,228,4554,4021,46,8,1.12,1.36,"811288",0.4,6.72704721492334,0.34,2.82544823594201,0.295,6.46194691737139,0.265,0.0598805403176413,0.625,33.8997690530941,73.8204,"PIPA2",0.877783035919682
1,"HADCM3_A2",2060,18.1,1316,693,5.3,-1.1,29.5,36,79,248,4879,4474,48,10,1.35,1.4,"811288",0.315,7.52665387596411,0.29,3.76574032270021,0.26,13.2635267964574,0.31,6.06977016854419,0.43,46.197172586394,76.3779666666666,"PIPA2",0.769070758145745
1,"HADCM3_A2",2090,20.2,1397,783,6.9,0.3,32,38.6,66,258,5606,5183,35,1,1.6,2.1,"811288",0.285,9.93347098650904,0.385,16.144700130284,0.38,28.7267283601842,0.395,18.1405181787162,0.42,45.3741005050581,75.4071666666666,"PIPA2",0.782798075679564
1,"HADCM3_B2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
1,"HADCM3_B2",2030,17,1200,663,4.8,-1.6,28.1,34,88,229,4491,3974,49,17,1.15,1.42,"811288",0.335,3.20014224191158,0.21,2.01687867211917,0.335,14.4513461236856,0.305,0.223770931652683,0.48,32.3219443726618,72.8909666666667,"PIPA2",0.79350642536869
1,"HADCM3_B2",2060,17.6,1361,777,7,0.2,28.2,34.3,85,234,4654,4052,38,2,1.48,1.74,"811288",0.135,1.94113647511352,0.405,4.78736598310289,0.61,23.8483630179782,0.58,9.82872725863631,0.715,39.1623224649271,68.5476333333333,"PIPA2",0.912789595556036
1,"HADCM3_B2",2090,18.8,1342,743,5.4,-1.5,29.7,35.8,71,255,5104,4676,42,8,1.42,1.58,"811288",0.275,10.2264643233457,0.35,8.3890157908252,0.365,24.099634812681,0.43,10.0364562066175,0.43,45.2152835500436,75.5727333333333,"PIPA2",0.786789248910461
2,"CGCM3_A1B",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"CGCM3_A1B",2030,16.7,1268,697,4.4,-1.7,27,32.5,88,231,4404,3875,56,16,1.23,1.58,"811288",0.205,3.16738202532904,0.26,3.10990737564433,0.585,14.6363962794565,0.505,1.22307888543694,0.635,47.5113753913777,74.0514333333333,"PIPA2",0.876368470124877
2,"CGCM3_A1B",2060,18.1,1233,640,6.1,0,28.2,34.2,78,245,4851,4299,39,5,1.22,1.59,"811288",0.265,7.84759382349214,0.41,5.97022797941783,0.395,11.6160814239386,0.41,2.24368651863574,0.64,45.2165261817247,74.4623333333333,"PIPA2",0.883876961776347
2,"CGCM3_A1B",2090,18.5,1325,696,5.6,-0.5,28.9,35,75,251,5006,4532,41,7,1.25,1.65,"811288",0.305,7.24730103594497,0.315,7.13540558083568,0.385,22.0360177800101,0.41,9.17222539884513,0.47,44.7029878972584,75.2808333333333,"PIPA2",0.805410878407034
2,"CGCM3_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"CGCM3_A2",2030,17.2,1198,658,5,-1.1,27.3,33.6,87,233,4557,3965,52,11,1.36,1.71,"811288",0.2,1.39842399315882,0.34,5.16800486777795,0.51,15.5519337562483,0.595,5.116221821808,0.64,42.8268819347017,74.7328666666667,"PIPA2",0.887220476652469
2,"CGCM3_A2",2060,17.7,1286,675,5.5,-0.5,28.5,34.7,81,240,4739,4234,45,8,1.28,1.75,"811288",0.27,6.00738485342625,0.345,5.60216785979929,0.4,14.643287544377,0.4,8.807115941967,0.65,47.6673224917124,75.8663333333333,"PIPA2",0.885993468010623
2,"CGCM3_A2",2090,19.9,1187,659,6.9,0.9,30.1,36.3,60,271,5469,5040,34,1,1.37,2,"811288",0.29,3.98253107885531,0.405,11.7274949584931,0.26,18.3168139346493,0.35,8.77201411896013,0.445,35.4115306074944,74.3862666666666,"PIPA2",0.787513205651828
2,"CGCM3_B1",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"CGCM3_B1",2030,16.8,1183,646,3.7,-2.6,27.1,33.3,88,224,4449,3878,58,21,1.49,2,"811288",0.265,4.12520498225706,0.21,10.6171077362727,0.23,11.7436861599314,0.3,6.78080662071795,0.36,27.8257142985041,74.6896333333333,"PIPA2",0.710029788215277
2,"CGCM3_B1",2060,17.2,1199,667,5.2,-1,27.4,33.2,85,230,4566,4010,43,12,1.18,1.47,"811288",0.26,0.949434044874306,0.385,4.86004575393721,0.525,15.449814695429,0.61,0.68407721393855,0.675,37.7596135710986,73.9691,"PIPA2",0.90865049457033
2,"CGCM3_B1",2090,17.5,1305,719,6.3,0.1,27.7,33.3,85,230,4647,4062,41,5,1.32,1.41,"811288",0.125,1.54952500512841,0.405,3.18522289449607,0.84,13.0973051927609,0.63,1.55993284768008,0.795,40.2369634888862,72.0987333333333,"PIPA2",0.955442326081275
2,"GFDLCM21_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"GFDLCM21_A2",2030,16.8,1373,780,5.4,-1.1,26.7,32.4,86,230,4418,3867,48,9,1.27,1.56,"811288",0.115,1.19928335143396,0.33,1.72605891916692,0.795,15.4843910072135,0.615,3.704979723678,0.665,37.8711876083266,69.7307666666666,"PIPA2",0.931465185462564
2,"GFDLCM21_A2",2060,17.6,1347,781,5.5,-1,28.2,33.9,81,242,4705,4201,49,7,1.5,1.81,"811288",0.145,5.67744821489994,0.35,10.525424718217,0.42,27.6084839511742,0.5,11.6971706956636,0.59,43.7401165819641,71.7025666666666,"PIPA2",0.852838170771721
2,"GFDLCM21_A2",2090,20.1,1390,770,8.6,2.1,31,37.1,66,261,5534,5031,25,1,1.35,1.75,"811288",0.27,5.07034938319891,0.42,23.9036861136277,0.39,21.5749029758521,0.37,8.93569576555341,0.555,41.6557479268107,74.4754,"PIPA2",0.842882029607005
2,"GFDLCM21_B1",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"GFDLCM21_B1",2030,16.7,1337,728,6.4,0,27.2,33.2,86,228,4345,3776,42,5,1.23,1.57,"811288",0.12,0.919521237961657,0.45,4.13617647897761,0.92,14.0092320512485,0.8,0.521629145601082,0.825,35.2801188746536,69.5965666666666,"PIPA2",0.984160183519301
2,"GFDLCM21_B1",2060,17.2,1363,787,5.4,-0.8,27.4,33.3,86,230,4529,3947,48,8,1.4,1.88,"811288",0.09,4.26918430286959,0.32,9.49473351082485,0.58,23.7279362347494,0.545,8.67069595958358,0.655,40.8146661002912,68.6219666666666,"PIPA2",0.879043355233831
2,"GFDLCM21_B1",2090,17.9,1408,790,5.2,-1.3,27.7,33.7,77,249,4771,4192,41,9,1.44,1.8,"811288",0.18,7.44087645870814,0.34,7.71719502702036,0.49,25.2771736525161,0.475,12.1104474565691,0.6,47.2164732111386,71.6296666666666,"PIPA2",0.859108898794632
2,"HADCM3_A2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"HADCM3_A2",2030,17.2,1208,608,5.5,-0.9,28.1,34.8,86,228,4554,4021,46,8,1.12,1.36,"811288",0.4,6.72704721492334,0.34,2.82544823594201,0.295,6.46194691737139,0.265,0.0598805403176413,0.625,33.8997690530941,73.8204,"PIPA2",0.877783035919682
2,"HADCM3_A2",2060,18.1,1316,693,5.3,-1.1,29.5,36,79,248,4879,4474,48,10,1.35,1.4,"811288",0.315,7.52665387596411,0.29,3.76574032270021,0.26,13.2635267964574,0.31,6.06977016854419,0.43,46.197172586394,76.3779666666666,"PIPA2",0.769070758145745
2,"HADCM3_A2",2090,20.2,1396,783,6.9,0.3,32,38.6,66,258,5606,5183,35,1,1.6,2.1,"811288",0.285,9.80533773707188,0.385,16.131052942496,0.38,28.8304868487264,0.395,17.5872889531073,0.42,45.0047090262032,75.4071666666666,"PIPA2",0.782798075679564
2,"HADCM3_B2",1990,15.5,1218,660,4.3,-2.1,25.7,31.7,96,204,3975,3361,59,21,1.24,1.54,"811288",0.16,0.0939749656323976,0.455,5.52258957748387,0.965,36.0198955807406,0.84,0.810360096850946,0.86,35.0170350940563,83.6624,"PIPA2",1
2,"HADCM3_B2",2030,17,1200,663,4.8,-1.6,28.1,34,88,229,4491,3974,49,17,1.15,1.42,"811288",0.335,3.20014224191158,0.21,2.01687867211917,0.335,14.4513461236856,0.305,0.223770931652683,0.48,32.3219443726618,72.8909666666667,"PIPA2",0.79350642536869
2,"HADCM3_B2",2060,17.6,1361,777,7,0.2,28.2,34.3,85,234,4654,4052,38,2,1.48,1.74,"811288",0.135,1.94113647511352,0.405,4.78736598310289,0.61,23.8483630179782,0.58,9.82872725863631,0.715,39.1623224649271,68.5476333333333,"PIPA2",0.912789595556036
2,"HADCM3_B2",2090,18.8,1342,743,5.4,-1.5,29.7,35.8,71,255,5104,4676,42,8,1.42,1.58,"811288",0.275,10.2264643233457,0.35,8.3890157908252,0.365,24.099634812681,0.43,10.0364562066175,0.43,45.2152835500436,75.5727333333333,"PIPA2",0.786789248910461
3,"CGCM3_A1B",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"CGCM3_A1B",2030,16.8,1259,691,4.4,-1.6,27.1,32.7,87,233,4425,3898,56,16,1.24,1.59,"811253",0.22,3.26862720360309,0.255,5.13942749627515,0.525,13.9282149369195,0.435,1.79741261143759,0.6,44.2290539032606,76.1792047619048,"PIPA2",0.854528771181275
3,"CGCM3_A1B",2060,18.2,1226,635,6.2,0.1,28.3,34.3,77,246,4885,4331,38,4,1.22,1.59,"811253",0.42,7.17453090609564,0.345,4.05285609222391,0.29,8.2881411026838,0.39,2.15113242763963,0.63,43.3097707518077,81.1371047619047,"PIPA2",0.889454795944682
3,"CGCM3_A1B",2090,18.6,1316,690,5.7,-0.4,29,35.1,75,251,5034,4554,41,6,1.25,1.66,"811253",0.415,6.86070167059363,0.275,4.06241440770873,0.335,15.1660000434448,0.345,9.74672915723627,0.455,44.3461318133124,81.2516047619047,"PIPA2",0.800238477554237
3,"CGCM3_A2",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"CGCM3_A2",2030,17.3,1189,653,5,-1.1,27.4,33.7,85,232,4586,4003,51,11,1.36,1.71,"811253",0.275,2.69359642718291,0.29,1.85515973034085,0.42,5.71400155646639,0.49,4.97861735072519,0.645,37.0716389845506,79.3132380952381,"PIPA2",0.886417219112099
3,"CGCM3_A2",2060,17.8,1277,669,5.6,-0.5,28.6,34.8,82,240,4773,4261,44,8,1.28,1.76,"811253",0.29,6.82103033618446,0.285,6.08082698634156,0.34,10.6193217962523,0.335,8.39573659299464,0.62,42.325114963246,81.7419380952381,"PIPA2",0.864398195209816
3,"CGCM3_A2",2090,20,1181,655,7,1,30.3,36.4,60,271,5495,5072,34,1,1.37,2,"811253",0.335,5.60163489449595,0.335,13.7228198867522,0.215,14.9438728707728,0.32,8.89850696807268,0.4,38.9432590976574,80.0892,"PIPA2",0.758588789726771
3,"CGCM3_B1",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"CGCM3_B1",2030,16.9,1174,641,3.8,-2.6,27.2,33.4,88,225,4476,3908,57,20,1.49,2,"811253",0.265,5.15624035786289,0.195,8.232642475136,0.17,1.65702239585567,0.28,6.41770253415475,0.35,29.3551809637603,78.6910714285714,"PIPA2",0.69187688487231
3,"CGCM3_B1",2060,17.3,1191,662,5.3,-1,27.5,33.3,85,230,4596,4030,42,11,1.18,1.46,"811253",0.32,2.96514899534171,0.275,1.9980336395211,0.5,10.8426700480852,0.565,0.491127374190589,0.65,40.8203769332739,79.0543380952381,"PIPA2",0.896234419980721
3,"CGCM3_B1",2090,17.6,1296,715,6.4,0.1,27.9,33.4,84,230,4681,4088,41,4,1.31,1.41,"811253",0.245,3.71357703771302,0.36,2.49232147202386,0.715,14.5914626745783,0.56,1.97303769253528,0.785,42.3954814529203,76.7340047619047,"PIPA2",0.942542162300335
3,"GFDLCM21_A2",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"GFDLCM21_A2",2030,16.9,1362,774,5.5,-1,26.8,32.6,87,230,4442,3877,47,8,1.28,1.56,"811253",0.175,1.02739014059101,0.335,2.69280395500775,0.75,11.4758025216271,0.585,2.892270031282,0.815,39.4848690993815,76.4406285714286,"PIPA2",0.949802725464235
3,"GFDLCM21_A2",2060,17.7,1340,776,5.5,-0.9,28.3,34,81,243,4738,4234,48,7,1.5,1.81,"811253",0.275,6.73126133055309,0.375,10.6903279842462,0.35,20.7930008808629,0.455,13.2383989528318,0.6,45.0642551079655,74.8060047619047,"PIPA2",0.866778696943753
3,"GFDLCM21_A2",2090,20.1,1380,765,8.6,2.2,31.1,37.3,66,261,5564,5057,25,1,1.35,1.75,"811253",0.315,5.00058755224503,0.385,24.9289661115989,0.33,25.9337977949419,0.34,8.98903926999986,0.545,46.733332673072,82.5225666666667,"PIPA2",0.836312496797236
3,"GFDLCM21_B1",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"GFDLCM21_B1",2030,16.8,1330,724,6.4,0.1,27.3,33.4,86,227,4374,3791,42,5,1.22,1.56,"811253",0.225,2.1515967257423,0.375,3.17666657844769,0.845,11.7685751540482,0.73,0.888244329470484,0.79,41.6157044000061,75.1767,"PIPA2",0.96291144282156
3,"GFDLCM21_B1",2060,17.2,1352,781,5.4,-0.8,27.5,33.4,86,232,4561,3978,47,8,1.4,1.89,"811253",0.205,4.97346301733004,0.345,8.59924448462171,0.495,14.2160392427412,0.5,9.31290632206274,0.705,40.8630454295452,72.7135047619048,"PIPA2",0.908202880492897
3,"GFDLCM21_B1",2090,18,1400,786,5.2,-1.3,27.8,33.8,77,249,4801,4207,41,9,1.43,1.8,"811253",0.285,7.73811392357046,0.3,10.851031481326,0.415,18.977689144087,0.43,13.1014081919217,0.605,43.9117447948562,75.2544380952381,"PIPA2",0.865111462945239
3,"HADCM3_A2",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"HADCM3_A2",2030,17.3,1199,602,5.6,-0.8,28.2,34.9,86,228,4582,4049,45,7,1.12,1.36,"811253",0.42,8.15133737176767,0.27,0.448051766956703,0.23,4.75974718611476,0.25,0.0575002743865138,0.65,35.5825887112766,80.4133380952381,"PIPA2",0.887049313021102
3,"HADCM3_A2",2060,18.2,1310,690,5.4,-1.1,29.6,36.1,79,248,4906,4492,47,9,1.34,1.39,"811253",0.38,7.19208525410875,0.225,0.752538032806699,0.22,6.86846499285154,0.225,5.22267709843937,0.48,41.6527592889852,81.9610047619047,"PIPA2",0.785703218757082
3,"HADCM3_A2",2090,20.3,1389,778,7,0.4,32.1,38.8,65,261,5642,5230,35,1,1.6,2.1,"811253",0.36,9.62945744816026,0.385,15.324795126657,0.335,24.6059249553117,0.365,17.3437083057212,0.43,47.3509153545426,79.6388380952381,"PIPA2",0.791096050404933
3,"HADCM3_B2",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
3,"HADCM3_B2",2030,17.1,1192,659,4.9,-1.5,28.2,34.2,87,229,4523,4003,48,16,1.16,1.43,"811253",0.415,4.61238507838957,0.175,4.47951131246314,0.24,6.24562183287058,0.305,0.226125327441608,0.435,29.0790660654045,77.4974714285714,"PIPA2",0.774197452793533
3,"HADCM3_B2",2060,17.6,1349,770,7.1,0.3,28.3,34.4,85,235,4683,4065,37,2,1.48,1.74,"811253",0.185,2.5308511776416,0.355,3.87691628478466,0.55,20.7494738829507,0.535,11.7450140348479,0.7,36.7523281064839,74.1294047619048,"PIPA2",0.90575048002901
3,"HADCM3_B2",2090,18.8,1334,738,5.4,-1.4,29.8,35.9,70,258,5134,4707,41,8,1.42,1.58,"811253",0.35,10.7200667672975,0.295,7.10678058476339,0.295,17.9079810572064,0.4,11.6133650686437,0.415,47.0178420059367,78.7572047619047,"PIPA2",0.778400897121137
4,"CGCM3_A1B",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
4,"CGCM3_A1B",2030,16.8,1259,691,4.4,-1.6,27.1,32.7,87,233,4425,3898,56,16,1.24,1.59,"811253",0.22,3.26862720360309,0.255,5.13942749627515,0.525,13.9282149369195,0.435,1.79741261143759,0.6,44.2290539032606,76.1792047619048,"PIPA2",0.854528771181275
4,"CGCM3_A1B",2060,18.2,1227,636,6.2,0.1,28.3,34.3,77,246,4885,4331,38,4,1.22,1.59,"811253",0.41,7.17453090609564,0.345,4.05285609222391,0.305,7.37504622840647,0.39,2.15113242763963,0.635,43.1368179925585,81.1862047619047,"PIPA2",0.890655293736991
4,"CGCM3_A1B",2090,18.6,1316,690,5.7,-0.4,29,35.1,74,251,5034,4562,41,6,1.25,1.66,"811253",0.415,6.86070167059363,0.275,4.06241440770873,0.335,15.6094538915365,0.345,9.66260551867749,0.45,44.3935542685528,81.2516047619047,"PIPA2",0.797871046791701
4,"CGCM3_A2",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
4,"CGCM3_A2",2030,17.3,1189,653,5,-1.1,27.4,33.7,85,232,4586,4003,51,11,1.36,1.71,"811253",0.275,2.69359642718291,0.29,1.85515973034085,0.42,5.71400155646639,0.49,4.97861735072519,0.645,37.0716389845506,79.3132380952381,"PIPA2",0.886417219112099
4,"CGCM3_A2",2060,17.8,1277,669,5.6,-0.5,28.6,34.8,82,240,4770,4258,44,8,1.28,1.76,"811253",0.29,6.82103033618446,0.28,6.08082698634156,0.34,10.6193217962523,0.335,8.39573659299464,0.62,42.6753849220176,81.8352714285714,"PIPA2",0.86417054097115
4,"CGCM3_A2",2090,19.9,1181,655,7,1,30.2,36.4,60,271,5491,5069,34,1,1.37,2,"811253",0.335,5.60163489449595,0.335,13.7228198867522,0.215,14.6156327673835,0.325,8.9511863209587,0.425,39.8959812991324,80.0892,"PIPA2",0.771954674792467
4,"CGCM3_B1",1990,15.6,1211,655,4.3,-2,25.8,31.9,96,204,4005,3381,59,21,1.24,1.54,"811253",0.12,0,0.375,0.829378666674187,0.98,28.5194141022717,0.74,0.30084872239421,0.88,25.7607941128101,76.6687,"PIPA2",1
4,"CGCM3_B1",2030,16.9,1174,641,3.8,-2.6,27.2,33.4,88,225,4476,3908,57,20,1.49,2,"811253",0.265,5.15624035786289,0.195,8.232642475136,0.17,1.65702239585567,0.28,6.41770253415475,0.35,29.3551809637603,78.6910714285714,"PIPA2",0.69187688487231
